port_name,country,state,latitude,longitude,radius_km,source_url
Karlshamn,Sweden,Blekinge,56.155,14.84,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Karlshäll,Sweden,Norrbotten,65.57,22.17,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Karlskrona,Sweden,Blekinge,58.43,16.435,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Karlsvik,Sweden,Norrbotten,65.57,22.17,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Karskar - Langharen,Sweden,Västra Götaland,60.69,17.28,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Kåge,Sweden,Västerbotten,64.69,21.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Köping,Sweden,Västmanland,59.5,16.02,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Landskrona,Sweden,Skåne,55.86,12.83,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Langror,Sweden,Sweden,61.31,17.07,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Limhamn,Sweden,Skåne County,55.59,12.93,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Lugnvik,Sweden,Jämtland,62.64,17.94,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Lulea,Sweden,Norrbotten,65.57,22.17,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Lysekil,Sweden,Västra Götaland,58.27,11.44,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Malmo,Sweden,Skåne,55.62,12.99,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Malmö,Sweden,Skåne,55.64,13.02,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Nacka,Sweden,Stockholm,59.32,18.17,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Norrköping,Sweden,Östergötland,58.6,16.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Nyhamn,Sweden,Skåne County,55.86,12.83,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Nynashamn,Sweden,Stockholm,58.92,17.97,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Nynäshamn,Sweden,Stockholm County,63.7,20.34,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Orrskär,Sweden,Gävleborg County,61.31,17.07,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Ortviken,Sweden,Västernorrland,62.39,17.35,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Oskarshamn,Sweden,Kalmar County,57.26,16.47,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Ostrand,Sweden,Västernorrland,62.39,17.35,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Oxelösund,Sweden,Södermanland,58.66,17.12,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Oxhaga Harbour,Sweden,Sweden,56.16,14.86,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Paskallavik,Sweden,Kalmar County,57.26,16.47,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Piteå,Sweden,Norrbotten,65.23,21.63,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Ramshall,Sweden,Halland,58.6,16.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Rya,Sweden,Skåne County,57.7,11.93,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Rönnskär,Sweden,Västerbotten,64.69,21.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
S Sweden,Sweden,Sweden,55.42,13.82,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Sandarne,Sweden,Gävleborg,61.31,17.07,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Skagen,Sweden,Sweden,57.73,10.63,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Skelleftehamn,Sweden,Västerbotten County,64.69,21.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Skoghall,Sweden,Värmland County,59.32,13.47,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Skredsvik,Sweden,Västra Götaland.,58.38,11.65,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Slite,Sweden,Gotland,57.66,18.86,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Soderhamn,Sweden,Gavleborg County,61.31,17.07,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Sodertalje,Sweden,Stockholm County,59.19,17.63,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Stenungsund,Sweden,Västra Götaland,58.08,11.8,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Stockholm,Sweden,Stockholm County,59.35,18.13,25,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Stugsund,Sweden,Gävleborg,61.31,17.07,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Sundsvall,Sweden,Västernorrland,62.385,17.36,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Sutudden Harbour,Sweden,Stockholm County,56.16,14.86,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Sölvesborg,Sweden,Blekinge,56.05,14.59,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Söråker,Sweden,Västernorrland,62.39,17.35,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Tallbacken,Sweden,Stockholm County.,58.6,16.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Tjörn,Sweden,Västra Götaland,58.01,11.7,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Trelleborg,Sweden,Skåne,55.37,13.15,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Uddebo,Sweden,Västra Götaland,65.57,22.17,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Uddevalla,Sweden,Västra Götaland,58.34,11.9,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Umea,Sweden,Västerbotten County,63.7,20.34,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Utansjö,Sweden,Västernorrland,62.64,17.94,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Varberg,Sweden,Halland,57.11,12.24,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Visby,Sweden,Gotland,57.63,18.28,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Väja,Sweden,Västernorrland,62.64,17.94,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Västervik,Sweden,Kalmar County,57.76,16.65,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Västerås,Sweden,Västmanland,59.59,16.52,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Ystad,Sweden,Skåne,55.42,13.82,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Åhus,Sweden,Skåne County,55.93,14.33,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Öhmans,Sweden,Västerbotten,58.6,16.22,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
Örnsköldsvik,Sweden,Västernorrland,63.29,18.71,20,https://raw.githubusercontent.com/tayljordan/ports/main/ports.json
