MMSI,DFSI,record_count,max_gap_hours,impossible_jump_km,draft_change_count,going_dark_events,draft_change_events,teleportation_events
230351000,0.000000,53,0.000,0.000,0,0,0,0
219002177,0.000000,142,0.000,0.000,0,0,0,0
266163000,0.000000,42,0.000,0.000,0,0,0,0
244349000,0.000000,70,0.000,0.000,0,0,0,0
305661000,0.000000,109,0.000,0.000,0,0,0,0
219016906,0.000000,88,0.000,0.000,0,0,0,0
244710047,0.000000,70,0.000,0.000,0,0,0,0
314980000,0.000000,271,0.000,0.000,0,0,0,0
244030634,0.000000,91,0.000,0.000,0,0,0,0
258709000,0.000000,86,0.000,0.000,0,0,0,0
219002838,0.000000,39,0.000,0.000,0,0,0,0
219003966,0.000000,74,0.000,0.000,0,0,0,0
219021428,0.000000,35,0.000,0.000,0,0,0,0
244780000,0.000000,33,0.000,0.000,0,0,0,0
211887350,0.000000,2,0.000,0.000,0,0,0,0
209183000,0.000000,74,0.000,0.000,0,0,0,0
219019219,0.000000,32,0.000,0.000,0,0,0,0
265779630,0.000000,32,0.000,0.000,0,0,0,0
220622000,0.000000,35,0.000,0.000,0,0,0,0
219006443,0.000000,65,0.000,0.000,0,0,0,0
265047000,0.000000,87,0.000,0.000,0,0,0,0
211433730,0.000000,3,0.000,0.000,0,0,0,0
219015833,0.000000,3,0.000,0.000,0,0,0,0
219005659,0.000000,53,0.000,0.000,0,0,0,0
219024336,0.000000,28,0.000,0.000,0,0,0,0
219017895,0.000000,58,0.000,0.000,0,0,0,0
230190310,0.000000,2,0.000,0.000,0,0,0,0
259143000,0.000000,115,0.000,0.000,0,0,0,0
219005969,0.000000,63,0.000,0.000,0,0,0,0
219063000,0.000000,59,0.000,0.000,0,0,0,0
266160000,0.000000,75,0.000,0.000,0,0,0,0
219000558,0.000000,54,0.000,0.000,0,0,0,0
219021135,0.000000,1,0.000,0.000,0,0,0,0
219010171,0.000000,4,0.000,0.000,0,0,0,0
219025535,0.000000,72,0.000,0.000,0,0,0,0
265060490,0.000000,2,0.000,0.000,0,0,0,0
219011021,0.000000,93,0.000,0.000,0,0,0,0
215627000,0.000000,3,0.000,0.000,0,0,0,0
265014570,0.000000,4,0.000,0.000,0,0,0,0
235089035,0.000000,55,0.000,0.000,0,0,0,0
211482090,0.000000,6,0.000,0.000,0,0,0,0
211120660,0.000000,1,0.000,0.000,0,0,0,0
265522230,0.000000,26,0.000,0.000,0,0,0,0
220334000,0.000000,55,0.000,0.000,0,0,0,0
232020953,0.000000,63,0.000,0.000,0,0,0,0
266319000,0.000000,26,0.000,0.000,0,0,0,0
219007705,0.000000,58,0.000,0.000,0,0,0,0
219005954,0.000000,29,0.000,0.000,0,0,0,0
219709000,0.000000,45,0.000,0.000,0,0,0,0
219023738,0.000000,62,0.000,0.000,0,0,0,0
211212840,0.000000,11,0.000,0.000,0,0,0,0
220228000,0.000000,35,0.000,0.000,0,0,0,0
219014412,0.000000,9,0.000,0.000,0,0,0,0
210174000,0.000000,105,0.000,0.000,0,0,0,0
265031000,0.000000,191,0.000,0.000,0,0,0,0
211715860,0.000000,13,0.000,0.000,0,0,0,0
220339000,0.000000,71,0.000,0.000,0,0,0,0
210332000,0.000000,18,0.000,0.000,0,0,0,0
211307740,0.000000,1,0.000,0.000,0,0,0,0
255806224,0.000000,30,0.000,0.000,0,0,0,0
219004562,0.000000,1,0.000,0.000,0,0,0,0
219025430,0.000000,7,0.000,0.000,0,0,0,0
636025005,0.000000,86,0.000,0.000,0,0,0,0
992651067,0.000000,38,0.000,0.000,0,0,0,0
210731000,0.000000,187,0.000,0.000,0,0,0,0
211789170,0.000000,60,0.000,0.000,0,0,0,0
219000804,0.000000,173,0.000,0.000,0,0,0,0
219002686,0.000000,50,0.000,0.000,0,0,0,0
219296000,0.000000,6,0.000,0.000,0,0,0,0
563049000,0.000000,64,0.000,0.000,0,0,0,0
211624750,0.000000,38,0.000,0.000,0,0,0,0
220000054,0.000000,59,0.000,0.000,0,0,0,0
219034345,0.000000,35,0.000,0.000,0,0,0,0
265726230,0.000000,31,0.000,0.000,0,0,0,0
219017412,0.000000,2,0.000,0.000,0,0,0,0
211395280,0.000000,4,0.000,0.000,0,0,0,0
219015595,0.000000,10,0.000,0.000,0,0,0,0
266212000,0.000000,126,0.000,0.000,0,0,0,0
265714480,0.000000,13,0.000,0.000,0,0,0,0
219152899,0.000000,37,0.000,0.000,0,0,0,0
230693000,0.000000,44,0.000,0.000,0,0,0,0
219796000,0.000000,62,0.000,0.000,0,0,0,0
219004473,0.000000,35,0.000,0.000,0,0,0,0
244335000,0.000000,3,0.000,0.000,0,0,0,0
538004034,0.000000,139,0.000,0.000,0,0,0,0
219002801,0.000000,30,0.000,0.000,0,0,0,0
219017784,0.000000,31,0.000,0.000,0,0,0,0
219016938,0.000000,226,0.000,0.000,0,0,0,0
229678000,0.000000,12,0.000,0.000,0,0,0,0
219024689,0.000000,3,0.000,0.000,0,0,0,0
563167500,0.000000,323,0.000,0.000,0,0,0,0
205520000,0.000000,31,0.000,0.000,0,0,0,0
219025740,0.000000,39,0.000,0.000,0,0,0,0
219002416,0.000000,59,0.000,0.000,0,0,0,0
220053927,0.000000,36,0.000,0.000,0,0,0,0
211817600,0.000000,18,0.000,0.000,0,0,0,0
277583000,0.000000,46,0.000,0.000,0,0,0,0
211478330,0.000000,15,0.000,0.000,0,0,0,0
613702110,0.000000,35,0.000,0.000,0,0,0,0
538011137,0.000000,89,0.000,0.000,0,0,0,0
245489000,0.000000,129,0.000,0.000,0,0,0,0
219786000,0.000000,37,0.000,0.000,0,0,0,0
265541980,0.000000,1,0.000,0.000,0,0,0,0
211152150,0.000000,40,0.000,0.000,0,0,0,0
257254000,0.000000,36,0.000,0.000,0,0,0,0
219872000,0.000000,74,0.000,0.000,0,0,0,0
258110570,0.000000,39,0.000,0.000,0,0,0,0
219005068,0.000000,226,0.000,0.000,0,0,0,0
265004270,0.000000,4,0.000,0.000,0,0,0,0
219001262,0.000000,80,0.000,0.000,0,0,0,0
219015233,0.000000,8,0.000,0.000,0,0,0,0
218018200,0.000000,1,0.000,0.000,0,0,0,0
636024649,0.000000,6,0.000,0.000,0,0,0,0
211393390,0.000000,95,0.000,0.000,0,0,0,0
227169240,0.000000,6,0.000,0.000,0,0,0,0
636021080,0.000000,126,0.000,0.000,0,0,0,0
219001182,0.000000,45,0.000,0.000,0,0,0,0
826500458,0.000000,4,0.000,0.000,0,0,0,0
992651012,0.000000,5,0.000,0.000,0,0,0,0
219031178,0.000000,6,0.000,0.000,0,0,0,0
311000933,0.000000,82,0.000,0.000,0,0,0,0
219015338,0.000000,6,0.000,0.000,0,0,0,0
563170800,0.000000,34,0.000,0.000,0,0,0,0
219000333,0.000000,4,0.000,0.000,0,0,0,0
219028622,0.000000,8,0.000,0.000,0,0,0,0
992651014,0.000000,5,0.000,0.000,0,0,0,0
232046826,0.000000,22,0.000,0.000,0,0,0,0
304783000,0.000000,63,0.000,0.000,0,0,0,0
244870420,0.000000,47,0.000,0.000,0,0,0,0
219019921,0.000000,16,0.000,0.000,0,0,0,0
209732000,0.000000,37,0.000,0.000,0,0,0,0
992651013,0.000000,2,0.000,0.000,0,0,0,0
212878000,0.000000,82,0.000,0.000,0,0,0,0
220076000,0.000000,62,0.000,0.000,0,0,0,0
211442300,0.000000,3,0.000,0.000,0,0,0,0
265779320,0.000000,3,0.000,0.000,0,0,0,0
219029444,0.000000,5,0.000,0.000,0,0,0,0
538004785,0.000000,202,0.000,0.000,0,0,0,0
219029177,0.000000,2,0.000,0.000,0,0,0,0
219921000,0.000000,67,0.000,0.000,0,0,0,0
275539000,0.000000,56,0.000,0.000,0,0,0,0
265604560,0.000000,10,0.000,0.000,0,0,0,0
266199000,0.000000,19,0.000,0.000,0,0,0,0
211689730,0.000000,7,0.000,0.000,0,0,0,0
219026749,0.000000,3,0.000,0.000,0,0,0,0
219024976,0.000000,8,0.000,0.000,0,0,0,0
341303002,0.000000,143,0.000,0.000,0,0,0,0
565843000,0.000000,13,0.000,0.000,0,0,0,0
219020802,0.000000,2,0.000,0.000,0,0,0,0
245122000,0.000000,45,0.000,0.000,0,0,0,0
219026391,0.000000,3,0.000,0.000,0,0,0,0
211806620,0.000000,24,0.000,0.000,0,0,0,0
218041380,0.000000,34,0.000,0.000,0,0,0,0
477148700,0.000000,21,0.000,0.000,0,0,0,0
211440340,0.000000,10,0.000,0.000,0,0,0,0
219017349,0.000000,2,0.000,0.000,0,0,0,0
265058540,0.000000,6,0.000,0.000,0,0,0,0
331208000,0.000000,5,0.000,0.000,0,0,0,0
219033285,0.000000,2,0.000,0.000,0,0,0,0
219001362,0.000000,46,0.000,0.000,0,0,0,0
266169000,0.000000,48,0.000,0.000,0,0,0,0
219024168,0.000000,6,0.000,0.000,0,0,0,0
219213000,0.000000,5,0.000,0.000,0,0,0,0
246946000,0.000000,2,0.000,0.000,0,0,0,0
265696090,0.000000,19,0.000,0.000,0,0,0,0
219019441,0.000000,4,0.000,0.000,0,0,0,0
219025125,0.000000,3,0.000,0.000,0,0,0,0
235869999,0.000000,2,0.000,0.000,0,0,0,0
265422000,0.000000,10,0.000,0.000,0,0,0,0
219026170,0.000000,5,0.000,0.000,0,0,0,0
219002637,0.000000,7,0.000,0.000,0,0,0,0
219028021,0.000000,18,0.000,0.000,0,0,0,0
211695250,0.000000,50,0.000,0.000,0,0,0,0
205787000,0.000000,35,0.000,0.000,0,0,0,0
211221870,0.000000,3,0.000,0.000,0,0,0,0
219013485,0.000000,37,0.000,0.000,0,0,0,0
211495780,0.000000,4,0.000,0.000,0,0,0,0
109080297,0.000000,25,0.000,0.000,0,0,0,0
211293880,0.000000,24,0.000,0.000,0,0,0,0
249500000,0.000000,41,0.000,0.000,0,0,0,0
211432790,0.000000,27,0.000,0.000,0,0,0,0
211688810,0.000000,2,0.000,0.000,0,0,0,0
211269150,0.000000,19,0.000,0.000,0,0,0,0
205354370,0.000000,6,0.000,0.000,0,0,0,0
265826580,0.000000,2,0.000,0.000,0,0,0,0
219010747,0.000000,143,0.000,0.000,0,0,0,0
219002786,0.000000,29,0.000,0.000,0,0,0,0
219008659,0.000000,4,0.000,0.000,0,0,0,0
211782080,0.000000,6,0.000,0.000,0,0,0,0
261003890,0.000000,28,0.000,0.000,0,0,0,0
261006322,0.000000,17,0.000,0.000,0,0,0,0
220278000,0.000000,80,0.000,0.000,0,0,0,0
211543850,0.000000,46,0.000,0.000,0,0,0,0
219000174,0.000000,4,0.000,0.000,0,0,0,0
219026015,0.000000,3,0.000,0.000,0,0,0,0
265051120,0.000000,9,0.000,0.000,0,0,0,0
219030082,0.000000,1,0.000,0.000,0,0,0,0
538010710,0.000000,146,0.000,0.000,0,0,0,0
261061070,0.000000,8,0.000,0.000,0,0,0,0
211187700,0.000000,7,0.000,0.000,0,0,0,0
265582600,0.000000,18,0.000,0.000,0,0,0,0
244106000,0.000000,30,0.000,0.000,0,0,0,0
352583000,0.000000,210,0.000,0.000,0,0,0,0
211743760,0.000000,2,0.000,0.000,0,0,0,0
211149370,0.000000,2,0.000,0.000,0,0,0,0
211876000,0.000000,13,0.000,0.000,0,0,0,0
211641190,0.000000,1,0.000,0.000,0,0,0,0
245046000,0.000000,8,0.000,0.000,0,0,0,0
355931000,0.000000,47,0.000,0.000,0,0,0,0
219004043,0.000000,19,0.000,0.000,0,0,0,0
265814190,0.000000,3,0.000,0.000,0,0,0,0
218000100,0.000000,17,0.000,0.000,0,0,0,0
211553630,0.000000,1,0.000,0.000,0,0,0,0
314654000,0.000000,96,0.000,0.000,0,0,0,0
211190370,0.000000,4,0.000,0.000,0,0,0,0
304482000,0.000000,2,0.000,0.000,0,0,0,0
219022736,0.000000,1,0.000,0.000,0,0,0,0
266128000,0.000000,11,0.000,0.000,0,0,0,0
538004890,0.000000,30,0.000,0.000,0,0,0,0
265593190,0.000000,31,0.000,0.000,0,0,0,0
219029704,0.000000,18,0.000,0.000,0,0,0,0
219019933,0.000000,75,0.000,0.000,0,0,0,0
247489200,0.000000,24,0.000,0.000,0,0,0,0
265519640,0.000000,24,0.000,0.000,0,0,0,0
211126280,0.000000,6,0.000,0.000,0,0,0,0
265029700,0.000000,1,0.000,0.000,0,0,0,0
265762710,0.000000,8,0.000,0.000,0,0,0,0
211769070,0.000000,41,0.000,0.000,0,0,0,0
219012404,0.000000,8,0.000,0.000,0,0,0,0
211226140,0.000000,65,0.000,0.000,0,0,0,0
219023833,0.000000,98,0.000,0.000,0,0,0,0
219025099,0.000000,2,0.000,0.000,0,0,0,0
265068750,0.000000,1,0.000,0.000,0,0,0,0
219007641,0.000000,1,0.000,0.000,0,0,0,0
219021235,0.000000,61,0.000,0.000,0,0,0,0
211789900,0.000000,3,0.000,0.000,0,0,0,0
257769000,0.000000,18,0.000,0.000,0,0,0,0
211650560,0.000000,8,0.000,0.000,0,0,0,0
211789180,0.000000,3,0.000,0.000,0,0,0,0
219032859,0.000000,19,0.000,0.000,0,0,0,0
266150000,0.000000,11,0.000,0.000,0,0,0,0
211464070,0.000000,11,0.000,0.000,0,0,0,0
304936000,0.000000,69,0.000,0.000,0,0,0,0
265650970,0.000000,13,0.000,0.000,0,0,0,0
219030314,0.000000,2,0.000,0.000,0,0,0,0
219001306,0.000000,2,0.000,0.000,0,0,0,0
219012683,0.000000,4,0.000,0.000,0,0,0,0
211354770,0.000000,9,0.000,0.000,0,0,0,0
265707260,0.000000,1,0.000,0.000,0,0,0,0
211325510,0.000000,43,0.000,0.000,0,0,0,0
219000127,0.000000,8,0.000,0.000,0,0,0,0
265012560,0.000000,23,0.000,0.000,0,0,0,0
246084000,0.000000,27,0.000,0.000,0,0,0,0
219011224,0.000000,2,0.000,0.000,0,0,0,0
219021209,0.000000,4,0.000,0.000,0,0,0,0
265621060,0.000000,15,0.000,0.000,0,0,0,0
211828890,0.000000,4,0.000,0.000,0,0,0,0
219007269,0.000000,2,0.000,0.000,0,0,0,0
219001514,0.000000,39,0.000,0.000,0,0,0,0
211365250,0.000000,3,0.000,0.000,0,0,0,0
219002565,0.000000,33,0.000,0.000,0,0,0,0
219032932,0.000000,38,0.000,0.000,0,0,0,0
275041200,0.000000,6,0.000,0.000,0,0,0,0
219011953,0.000000,2,0.000,0.000,0,0,0,0
219002769,0.000000,10,0.000,0.000,0,0,0,0
219001518,0.000000,54,0.000,0.000,0,0,0,0
211183900,0.000000,1,0.000,0.000,0,0,0,0
219000167,0.000000,43,0.000,0.000,0,0,0,0
305203000,0.000000,48,0.000,0.000,0,0,0,0
219026490,0.000000,54,0.000,0.000,0,0,0,0
219029233,0.000000,28,0.000,0.000,0,0,0,0
219030190,0.000000,2,0.000,0.000,0,0,0,0
261007860,0.000000,8,0.000,0.000,0,0,0,0
211565880,0.000000,11,0.000,0.000,0,0,0,0
265632510,0.000000,1,0.000,0.000,0,0,0,0
232059988,0.000000,4,0.000,0.000,0,0,0,0
245399000,0.000000,75,0.000,0.000,0,0,0,0
211487780,0.000000,5,0.000,0.000,0,0,0,0
219013866,0.000000,2,0.000,0.000,0,0,0,0
992191517,0.000000,3,0.000,0.000,0,0,0,0
231336000,0.000000,69,0.000,0.000,0,0,0,0
308924000,0.000000,135,0.000,0.000,0,0,0,0
219005878,0.000000,11,0.000,0.000,0,0,0,0
211138640,0.000000,1,0.000,0.000,0,0,0,0
218013260,0.000000,14,0.000,0.000,0,0,0,0
219034836,0.000000,1,0.000,0.000,0,0,0,0
211445190,0.000000,18,0.000,0.000,0,0,0,0
219007155,0.000000,36,0.000,0.000,0,0,0,0
265516080,0.000000,2,0.000,0.000,0,0,0,0
219001063,0.000000,2,0.000,0.000,0,0,0,0
219002707,0.000000,2,0.000,0.000,0,0,0,0
636015410,0.000000,51,0.000,0.000,0,0,0,0
219024783,0.000000,48,0.000,0.000,0,0,0,0
265016650,0.000000,6,0.000,0.000,0,0,0,0
211503410,0.000000,3,0.000,0.000,0,0,0,0
219026604,0.000000,2,0.000,0.000,0,0,0,0
265719650,0.000000,3,0.000,0.000,0,0,0,0
219024411,0.000000,16,0.000,0.000,0,0,0,0
219007027,0.000000,69,0.000,0.000,0,0,0,0
219007577,0.000000,2,0.000,0.000,0,0,0,0
261004058,0.000000,6,0.000,0.000,0,0,0,0
211227530,0.000000,13,0.000,0.000,0,0,0,0
211141660,0.000000,2,0.000,0.000,0,0,0,0
219029197,0.000000,8,0.000,0.000,0,0,0,0
219034873,0.000000,4,0.000,0.000,0,0,0,0
265070000,0.000000,2,0.000,0.000,0,0,0,0
211749880,0.000000,44,0.000,0.000,0,0,0,0
261032010,0.000000,3,0.000,0.000,0,0,0,0
219000003,0.000000,4,0.000,0.000,0,0,0,0
265812160,0.000000,20,0.000,0.000,0,0,0,0
211204980,0.000000,50,0.000,0.000,0,0,0,0
261006730,0.000000,21,0.000,0.000,0,0,0,0
219032276,0.000000,8,0.000,0.000,0,0,0,0
211215700,0.000000,1,0.000,0.000,0,0,0,0
219026489,0.000000,22,0.000,0.000,0,0,0,0
219000934,0.000000,4,0.000,0.000,0,0,0,0
265822940,0.000000,2,0.000,0.000,0,0,0,0
209313000,0.000000,162,0.000,0.000,0,0,0,0
265579090,0.000000,14,0.000,0.000,0,0,0,0
219026591,0.000000,2,0.000,0.000,0,0,0,0
265681420,0.000000,21,0.000,0.000,0,0,0,0
218805000,0.000000,35,0.000,0.000,0,0,0,0
219021844,0.000000,1,0.000,0.000,0,0,0,0
219025221,0.000000,59,0.000,0.000,0,0,0,0
211464460,0.000000,3,0.000,0.000,0,0,0,0
219026261,0.000000,8,0.000,0.000,0,0,0,0
265514800,0.000000,32,0.000,0.000,0,0,0,0
220466000,0.000000,92,0.000,0.000,0,0,0,0
265007070,0.000000,5,0.000,0.000,0,0,0,0
219031080,0.000000,4,0.000,0.000,0,0,0,0
265797830,0.000000,18,0.000,0.000,0,0,0,0
211650380,0.000000,1,0.000,0.000,0,0,0,0
266247000,0.000000,45,0.000,0.000,0,0,0,0
219026533,0.000000,4,0.000,0.000,0,0,0,0
211420790,0.000000,1,0.000,0.000,0,0,0,0
219030178,0.000000,10,0.000,0.000,0,0,0,0
219022502,0.000000,4,0.000,0.000,0,0,0,0
211818140,0.000000,8,0.000,0.000,0,0,0,0
219021244,0.000000,42,0.000,0.000,0,0,0,0
219015715,0.000000,6,0.000,0.000,0,0,0,0
353674000,0.000000,37,0.000,0.000,0,0,0,0
219002732,0.000000,44,0.000,0.000,0,0,0,0
211565400,0.000000,19,0.000,0.000,0,0,0,0
258715000,0.000000,19,0.000,0.000,0,0,0,0
219022389,0.000000,2,0.000,0.000,0,0,0,0
219007462,0.000000,2,0.000,0.000,0,0,0,0
261008020,0.000000,46,0.000,0.000,0,0,0,0
211618760,0.000000,3,0.000,0.000,0,0,0,0
219012509,0.000000,53,0.000,0.000,0,0,0,0
219005496,0.000000,32,0.000,0.000,0,0,0,0
219023664,0.000000,34,0.000,0.000,0,0,0,0
211587400,0.000000,6,0.000,0.000,0,0,0,0
219005866,0.000000,18,0.000,0.000,0,0,0,0
261003012,0.000000,33,0.000,0.000,0,0,0,0
265821600,0.000000,23,0.000,0.000,0,0,0,0
219021146,0.000000,3,0.000,0.000,0,0,0,0
219031886,0.000000,2,0.000,0.000,0,0,0,0
265595430,0.000000,9,0.000,0.000,0,0,0,0
211537340,0.000000,41,0.000,0.000,0,0,0,0
211222350,0.000000,76,0.000,0.000,0,0,0,0
219030342,0.000000,6,0.000,0.000,0,0,0,0
265818860,0.000000,2,0.000,0.000,0,0,0,0
636015104,0.000000,57,0.000,0.000,0,0,0,0
265589630,0.000000,4,0.000,0.000,0,0,0,0
265049910,0.000000,8,0.000,0.000,0,0,0,0
219033720,0.000000,3,0.000,0.000,0,0,0,0
265610950,0.000000,48,0.000,0.000,0,0,0,0
265781000,0.000000,31,0.000,0.000,0,0,0,0
261004881,0.000000,29,0.000,0.000,0,0,0,0
219032441,0.000000,3,0.000,0.000,0,0,0,0
261287000,0.000000,15,0.000,0.000,0,0,0,0
219022165,0.000000,192,0.000,0.000,0,0,0,0
211107870,0.000000,12,0.000,0.000,0,0,0,0
219010751,0.000000,2,0.000,0.000,0,0,0,0
219031429,0.000000,5,0.000,0.000,0,0,0,0
211212790,0.000000,2,0.000,0.000,0,0,0,0
265277000,0.000000,2,0.000,0.000,0,0,0,0
244901000,0.000000,140,0.000,0.000,0,0,0,0
219027178,0.000000,1,0.000,0.000,0,0,0,0
219000895,0.000000,52,0.000,0.000,0,0,0,0
219008292,0.000000,7,0.000,0.000,0,0,0,0
212797000,0.000000,7,0.000,0.000,0,0,0,0
219023055,0.000000,9,0.000,0.000,0,0,0,0
219002856,0.000000,6,0.000,0.000,0,0,0,0
219025068,0.000000,15,0.000,0.000,0,0,0,0
211534760,0.000000,47,0.000,0.000,0,0,0,0
311001649,0.000000,4,0.000,0.000,0,0,0,0
211699020,0.000000,3,0.000,0.000,0,0,0,0
265610380,0.000000,1,0.000,0.000,0,0,0,0
219016692,0.000000,2,0.000,0.000,0,0,0,0
219029700,0.000000,26,0.000,0.000,0,0,0,0
265802600,0.000000,2,0.000,0.000,0,0,0,0
261003710,0.000000,6,0.000,0.000,0,0,0,0
246457000,0.000000,2,0.000,0.000,0,0,0,0
265049590,0.000000,4,0.000,0.000,0,0,0,0
219015153,0.000000,11,0.000,0.000,0,0,0,0
219000183,0.000000,108,0.000,0.000,0,0,0,0
211240870,0.000000,2,0.000,0.000,0,0,0,0
265830360,0.000000,3,0.000,0.000,0,0,0,0
219011074,0.000000,46,0.000,0.000,0,0,0,0
219016547,0.000000,1,0.000,0.000,0,0,0,0
218601000,0.000000,111,0.000,0.000,0,0,0,0
265531270,0.000000,2,0.000,0.000,0,0,0,0
265794430,0.000000,2,0.000,0.000,0,0,0,0
245121000,0.000000,23,0.000,0.000,0,0,0,0
219027576,0.000000,1,0.000,0.000,0,0,0,0
265527920,0.000000,16,0.000,0.000,0,0,0,0
211216570,0.000000,32,0.000,0.000,0,0,0,0
664444000,0.000000,4,0.000,0.000,0,0,0,0
246843000,0.000000,4,0.000,0.000,0,0,0,0
218031620,0.000000,9,0.000,0.000,0,0,0,0
246337000,0.000000,65,0.000,0.000,0,0,0,0
211317300,0.000000,2,0.000,0.000,0,0,0,0
219013976,0.000000,5,0.000,0.000,0,0,0,0
219022265,0.000000,7,0.000,0.000,0,0,0,0
235075591,0.000000,1,0.000,0.000,0,0,0,0
211169660,0.000000,29,0.000,0.000,0,0,0,0
219001849,0.000000,2,0.000,0.000,0,0,0,0
219021191,0.000000,4,0.000,0.000,0,0,0,0
305691000,0.000000,11,0.000,0.000,0,0,0,0
219015756,0.000000,4,0.000,0.000,0,0,0,0
235116828,0.000000,10,0.000,0.000,0,0,0,0
211872590,0.000000,4,0.000,0.000,0,0,0,0
211815950,0.000000,1,0.000,0.000,0,0,0,0
231807000,0.000000,9,0.000,0.000,0,0,0,0
219029367,0.000000,1,0.000,0.000,0,0,0,0
249387000,0.000000,21,0.000,0.000,0,0,0,0
211554430,0.000000,7,0.000,0.000,0,0,0,0
211672870,0.000000,19,0.000,0.000,0,0,0,0
219005385,0.000000,2,0.000,0.000,0,0,0,0
211868460,0.000000,1,0.000,0.000,0,0,0,0
211800420,0.000000,64,0.000,0.000,0,0,0,0
219022786,0.000000,4,0.000,0.000,0,0,0,0
215801000,0.000000,19,0.000,0.000,0,0,0,0
219001218,0.000000,78,0.000,0.000,0,0,0,0
211629870,0.000000,24,0.000,0.000,0,0,0,0
265580000,0.000000,1,0.000,0.000,0,0,0,0
265028000,0.000000,19,0.000,0.000,0,0,0,0
211224430,0.000000,36,0.000,0.000,0,0,0,0
211598280,0.000000,5,0.000,0.000,0,0,0,0
219016663,0.000000,5,0.000,0.000,0,0,0,0
219022076,0.000000,5,0.000,0.000,0,0,0,0
266397000,0.000000,3,0.000,0.000,0,0,0,0
218054190,0.000000,3,0.000,0.000,0,0,0,0
253000079,0.000000,2,0.000,0.000,0,0,0,0
219002761,0.000000,2,0.000,0.000,0,0,0,0
219025377,0.000000,3,0.000,0.000,0,0,0,0
219001265,0.000000,11,0.000,0.000,0,0,0,0
219016145,0.000000,5,0.000,0.000,0,0,0,0
218172000,0.000000,13,0.000,0.000,0,0,0,0
219005921,0.000000,24,0.000,0.000,0,0,0,0
211349110,0.000000,1,0.000,0.000,0,0,0,0
210095000,0.000000,34,0.000,0.000,0,0,0,0
219015321,0.000000,10,0.000,0.000,0,0,0,0
219003692,0.000000,4,0.000,0.000,0,0,0,0
266475000,0.000000,18,0.000,0.000,0,0,0,0
244015024,0.000000,6,0.000,0.000,0,0,0,0
219005574,0.000000,2,0.000,0.000,0,0,0,0
219022560,0.000000,3,0.000,0.000,0,0,0,0
211686000,0.000000,4,0.000,0.000,0,0,0,0
209453000,0.000000,2,0.000,0.000,0,0,0,0
220383000,0.000000,3,0.000,0.000,0,0,0,0
219029707,0.000000,16,0.000,0.000,0,0,0,0
220018000,0.000000,14,0.000,0.000,0,0,0,0
211445220,0.000000,2,0.000,0.000,0,0,0,0
265507770,0.000000,8,0.000,0.000,0,0,0,0
266348000,0.000000,24,0.000,0.000,0,0,0,0
219003826,0.000000,7,0.000,0.000,0,0,0,0
219026672,0.000000,1,0.000,0.000,0,0,0,0
261284000,0.000000,8,0.000,0.000,0,0,0,0
304953000,0.000000,9,0.000,0.000,0,0,0,0
220259000,0.000000,5,0.000,0.000,0,0,0,0
219032811,0.000000,10,0.000,0.000,0,0,0,0
250004765,0.000000,4,0.000,0.000,0,0,0,0
219021557,0.000000,7,0.000,0.000,0,0,0,0
211548430,0.000000,16,0.000,0.000,0,0,0,0
261002080,0.000000,2,0.000,0.000,0,0,0,0
211694040,0.000000,2,0.000,0.000,0,0,0,0
219017288,0.000000,1,0.000,0.000,0,0,0,0
219032602,0.000000,3,0.000,0.000,0,0,0,0
266626800,0.000000,2,0.000,0.000,0,0,0,0
219005904,0.000000,24,0.000,0.000,0,0,0,0
219018246,0.000000,13,0.000,0.000,0,0,0,0
265745130,0.000000,2,0.000,0.000,0,0,0,0
265523240,0.000000,17,0.000,0.000,0,0,0,0
219032344,0.000000,2,0.000,0.000,0,0,0,0
268249201,0.000000,1,0.000,0.000,0,0,0,0
211549160,0.000000,5,0.000,0.000,0,0,0,0
219015003,0.000000,4,0.000,0.000,0,0,0,0
219005893,0.000000,1,0.000,0.000,0,0,0,0
211567960,0.000000,5,0.000,0.000,0,0,0,0
219024687,0.000000,3,0.000,0.000,0,0,0,0
636022505,0.000000,3,0.000,0.000,0,0,0,0
211245130,0.000000,1,0.000,0.000,0,0,0,0
211148900,0.000000,12,0.000,0.000,0,0,0,0
211526320,0.000000,5,0.000,0.000,0,0,0,0
211465270,0.000000,1,0.000,0.000,0,0,0,0
211105830,0.000000,4,0.000,0.000,0,0,0,0
265001160,0.000000,2,0.000,0.000,0,0,0,0
211565000,0.000000,23,0.000,0.000,0,0,0,0
265768850,0.000000,15,0.000,0.000,0,0,0,0
219033402,0.000000,2,0.000,0.000,0,0,0,0
219031016,0.000000,2,0.000,0.000,0,0,0,0
265663280,0.000000,14,0.000,0.000,0,0,0,0
232058992,0.000000,18,0.000,0.000,0,0,0,0
219551000,0.000000,9,0.000,0.000,0,0,0,0
245070000,0.000000,10,0.000,0.000,0,0,0,0
374588000,0.000000,19,0.000,0.000,0,0,0,0
219014293,0.000000,1,0.000,0.000,0,0,0,0
265058710,0.000000,3,0.000,0.000,0,0,0,0
211157130,0.000000,7,0.000,0.000,0,0,0,0
257504980,0.000000,2,0.000,0.000,0,0,0,0
219020885,0.000000,2,0.000,0.000,0,0,0,0
538005405,0.000000,5,0.000,0.000,0,0,0,0
219025188,0.000000,2,0.000,0.000,0,0,0,0
211516210,0.000000,17,0.000,0.000,0,0,0,0
